epoch,train_loss,val_loss,val_accuracy
1,0.6349851549408282,0.20250755401723314,0.9433333333333334
2,0.184199925384594,0.13241610704272083,0.9592857142857143
3,0.12335643429351624,0.09654210324427395,0.9714285714285714
4,0.10249679897532944,0.08788294480076399,0.9728571428571429
5,0.08253864583846167,0.08291774739821751,0.9754761904761905
6,0.06932370859364706,0.09260674489831383,0.9716666666666667
7,0.05868559085123043,0.07594910330689428,0.9761904761904762
8,0.050525704782966085,0.06643927226964892,0.9811904761904762
9,0.04581313019356347,0.07064116568653844,0.9783333333333334
10,0.040348804408875595,0.0651655457614018,0.9814285714285714
11,0.035596043773140656,0.06946392985992134,0.98
12,0.03333403847663674,0.07153121028871585,0.98
13,0.02809114003675271,0.07367225973002585,0.9783333333333334
14,0.02570878608132794,0.06981646041216057,0.9816666666666667
15,0.02473268456342754,0.08960180731733228,0.9766666666666667
16,0.02315291357532094,0.0697203457452953,0.9823809523809524
17,0.01937253211287183,0.07251835298600119,0.9792857142857143
18,0.018021830605574708,0.06164915009139804,0.9847619047619047
19,0.0183466637914092,0.0753105749472249,0.9811904761904762
20,0.021212018169099713,0.06792446720123047,0.9828571428571429
21,0.016342148929220198,0.06835535964742259,0.9828571428571429
22,0.018207302430672076,0.08182467716379148,0.9807142857142858
23,0.015263086608732221,0.06838100660818534,0.9847619047619047
24,0.015304155241352322,0.08092808945049469,0.9828571428571429
25,0.014482888188159992,0.06715896477701543,0.9845238095238096
26,0.010973781006605038,0.08465121696738634,0.9826190476190476
27,0.013596011213811085,0.07882403020302621,0.9826190476190476
28,0.012196414434238042,0.08641921040372602,0.9830952380952381
29,0.011413590092731626,0.0721977251745226,0.9857142857142858
30,0.011865454910780275,0.07049825507215934,0.9859523809523809
31,0.008046720566482497,0.08410275590838202,0.9840476190476191
32,0.010161320604518674,0.07372885131395157,0.985
33,0.010019430066946895,0.08059199730778897,0.9823809523809524
34,0.007245957486782075,0.08476012531847725,0.985
35,0.0088421115941693,0.06467314046952224,0.9861904761904762
36,0.009414259421995695,0.08944010185543007,0.9802380952380952
37,0.008506507351293754,0.0862871951177891,0.9821428571428571
38,0.00995557032868284,0.08820437531170627,0.9830952380952381
39,0.007972525955115486,0.1106153875899133,0.9804761904761905
