epoch,train_loss,val_loss,val_accuracy
1,0.6181104742982089,0.2793484569498987,0.9204761904761904
2,0.2668077087900938,0.21304311806505377,0.9378571428571428
3,0.19697924945574297,0.17796337254571193,0.9471428571428572
4,0.1581839770645243,0.16669617937595554,0.9502380952380952
5,0.13393779353242183,0.1474022065204653,0.9552380952380952
6,0.11088593462800798,0.14661355769600382,0.9547619047619048
7,0.08797139540215522,0.14121003393930467,0.9580952380952381
8,0.08034435132369683,0.15418335883948725,0.9554761904761905
9,0.07356749849301894,0.14189956192576297,0.959047619047619
10,0.06188984829737688,0.12828161495836507,0.9630952380952381
11,0.05531344546302586,0.13914544793607836,0.9621428571428572
12,0.04837797724326697,0.13419622175085047,0.964047619047619
13,0.043756562366571716,0.13324755493191665,0.9652380952380952
14,0.04321660610365579,0.1539751223683583,0.959047619047619
15,0.04060066820648162,0.1469356067633877,0.9657142857142857
16,0.039111531574187,0.1445126515128791,0.9635714285714285
17,0.039967011385676966,0.14920553067261635,0.9633333333333334
18,0.03338409494896359,0.1417510909624539,0.964047619047619
19,0.031209942954127632,0.15544567657387676,0.9607142857142857
20,0.03029314501172537,0.16063243273476308,0.9607142857142857
21,0.031999768388719645,0.15058636823916016,0.9628571428571429
22,0.028871558561696258,0.15820233152374963,0.9671428571428572
23,0.027056804395529988,0.1526180849177763,0.964047619047619
24,0.02667525451131937,0.15586575122451354,0.9671428571428572
25,0.026479839083597863,0.1637208063418229,0.965952380952381
26,0.02174912940092963,0.17096968487286093,0.9673809523809523
27,0.02299082589473734,0.1623629559612847,0.9657142857142857
28,0.022456806616617735,0.1551237772218883,0.9647619047619047
29,0.02308902221252901,0.16852158555786556,0.9647619047619047
30,0.024685161540755285,0.17751110706277276,0.9647619047619047
31,0.019523323822090183,0.16621298039557808,0.9676190476190476
32,0.019458748942781982,0.1797664975520368,0.9676190476190476
33,0.016452301701175814,0.183591185104116,0.9657142857142857
34,0.020714562522165986,0.17936088756312418,0.9666666666666667
35,0.0199290261658503,0.16785597871939623,0.9673809523809523
36,0.01840978853938793,0.19223573538130784,0.9664285714285714
37,0.022824843853562468,0.1925000563249782,0.9633333333333334
38,0.023376382284053754,0.19463143720834827,0.9633333333333334
39,0.020253613501724773,0.19578228803981224,0.9630952380952381
40,0.017194870131678114,0.1961117573955562,0.9683333333333334
41,0.015930351144001206,0.1706693100321431,0.9657142857142857
42,0.019382049561634893,0.17733115209469388,0.9661904761904762
43,0.020097554359429733,0.18032256304903774,0.9678571428571429
44,0.018537754214637887,0.18026455377129783,0.9647619047619047
45,0.016302286931852494,0.1935957420134924,0.965952380952381
46,0.013889645685411305,0.18830944830772228,0.9664285714285714
47,0.020153861520233157,0.20133347117040434,0.9635714285714285
48,0.018210047698253722,0.17334653081365325,0.9683333333333334
49,0.01326525251186004,0.2017090426203195,0.9671428571428572
50,0.017581532619201753,0.1883176144979326,0.9680952380952381
51,0.016699860674392622,0.20008525471106017,0.9666666666666667
52,0.015093854322698698,0.18549711247429845,0.9673809523809523
53,0.014511185445489244,0.1828457537273855,0.9688095238095238
54,0.013084040856843273,0.19636470332526104,0.9673809523809523
55,0.015751504381494898,0.17910426267035567,0.9692857142857143
56,0.019859875537202608,0.19504840920545216,0.9678571428571429
57,0.0161544687902064,0.2013545794541256,0.969047619047619
