epoch,train_loss,val_loss,val_accuracy
58,0.014624321006449602,0.18704447305759514,0.9685714285714285
59,0.013427208894918226,0.19298440653735519,0.9676190476190476
60,0.01086013538253036,0.2084748095763974,0.9671428571428572
61,0.015486095914602697,0.2258276265797163,0.9669047619047619
62,0.01914988957272754,0.22501653001139252,0.9633333333333334
63,0.02041444360740065,0.19737906722818452,0.9676190476190476
64,0.010546145197932906,0.21832903092625644,0.9654761904761905
65,0.01414174314358009,0.21886437561294192,0.9652380952380952
66,0.010679829653522419,0.22341852855055494,0.9657142857142857
67,0.019400418452956043,0.2153999474689816,0.9661904761904762
68,0.015351872052266988,0.22542331655219613,0.9666666666666667
69,0.016431056280757368,0.23098415028388528,0.9671428571428572
70,0.014037646938412982,0.2196487004442712,0.9676190476190476
71,0.01566708605085161,0.22338230693606997,0.9676190476190476
72,0.011947460222144202,0.2253591049266106,0.9669047619047619
73,0.01404529092327783,0.2390091039256235,0.965
74,0.011970909529951078,0.21881061119281434,0.9673809523809523
75,0.01162448241338419,0.21873690818425862,0.9664285714285714
76,0.011203794463904765,0.22619069272486464,0.969047619047619
77,0.012730528068428412,0.23830764339954563,0.9647619047619047
78,0.016200261757805888,0.220865687732426,0.9652380952380952
79,0.01489258520722141,0.20997689362830538,0.9671428571428572
80,0.011413657607414356,0.21212288307905316,0.9695238095238096
81,0.011803656589257569,0.23199740221245907,0.9671428571428572
82,0.017173494627114302,0.24431515449748875,0.9678571428571429
83,0.012043649145605486,0.2156708429538412,0.9685714285714285
84,0.011778083352060733,0.20459799085537353,0.9697619047619047
85,0.008195615433374465,0.2118276826681033,0.97
86,0.014783213588228174,0.2443554735059892,0.9664285714285714
87,0.010168649525977576,0.24226319015482053,0.9673809523809523
88,0.011720816090624248,0.22540812066695667,0.9688095238095238
89,0.010586169420626495,0.2249727620501565,0.9669047619047619
90,0.012605089634632588,0.24081376623243242,0.9669047619047619
91,0.010670385246080012,0.24872707455616558,0.9664285714285714
92,0.0143549750462214,0.23457966176537218,0.9671428571428572
93,0.013764798447084775,0.21960642987158446,0.9678571428571429
94,0.008138042831183632,0.23350551929196986,0.9673809523809523
95,0.00920210088701512,0.21837172447351005,0.9685714285714285
96,0.01374219074816518,0.2380373055771501,0.9688095238095238
97,0.015776856639046315,0.24925606583223492,0.9680952380952381
98,0.012427165591420488,0.23106353898809617,0.9702380952380952
99,0.016739384304585176,0.22323815537189753,0.9678571428571429
100,0.011810161263317064,0.20329707767174995,0.9685714285714285
